<TIME>,USD/RUB,<LAST>
094423,USD/RUB,61.558800000
094423,USD/RUB,61.576600000
094423,USD/RUB,61.526300000
094423,USD/RUB,61.575500000
094424,USD/RUB,61.575500000
094424,USD/RUB,61.575500000
094424,USD/RUB,61.526300000
094424,USD/RUB,61.526300000
094425,USD/RUB,61.575500000
094425,USD/RUB,61.575500000
094425,USD/RUB,61.566400000
094426,USD/RUB,61.575500000
094427,USD/RUB,61.575500000
094427,USD/RUB,61.526300000
094427,USD/RUB,61.576300000
094427,USD/RUB,61.526900000
094428,USD/RUB,61.526900000
094428,USD/RUB,61.576300000
094428,USD/RUB,61.576300000
094429,USD/RUB,61.576300000
094429,USD/RUB,61.576300000
094430,USD/RUB,61.576300000
094430,USD/RUB,61.527200000
094430,USD/RUB,61.577500000
094430,USD/RUB,61.527200000
094430,USD/RUB,61.527200000
094431,USD/RUB,61.576000000
094431,USD/RUB,61.576000000
094431,USD/RUB,61.576300000
094432,USD/RUB,61.576000000
094432,USD/RUB,61.576000000
094433,USD/RUB,61.576000000
094433,USD/RUB,61.576000000
094434,USD/RUB,61.576000000
094434,USD/RUB,61.577900000
094434,USD/RUB,61.527000000
094434,USD/RUB,61.527000000
094434,USD/RUB,61.558800000
094435,USD/RUB,61.575800000
094435,USD/RUB,61.576300000
094435,USD/RUB,61.527000000
094435,USD/RUB,61.527000000
094436,USD/RUB,61.575800000
094436,USD/RUB,61.575800000
094437,USD/RUB,61.575800000
094437,USD/RUB,61.576100000
094437,USD/RUB,61.526900000
094437,USD/RUB,61.558500000
094438,USD/RUB,61.526900000
094438,USD/RUB,61.575800000
094438,USD/RUB,61.575800000
094439,USD/RUB,61.575800000
094439,USD/RUB,61.575800000
094440,USD/RUB,61.575800000
094440,USD/RUB,61.575800000
094441,USD/RUB,61.558800000
094441,USD/RUB,61.558500000
094442,USD/RUB,61.575800000
094442,USD/RUB,61.575800000
094443,USD/RUB,61.575800000
094443,USD/RUB,61.526800000
094443,USD/RUB,61.526800000
094444,USD/RUB,61.575800000
094444,USD/RUB,61.575800000
094444,USD/RUB,61.558500000
094445,USD/RUB,61.575800000
094445,USD/RUB,61.527000000
094445,USD/RUB,61.576900000
094445,USD/RUB,61.558500000
094446,USD/RUB,61.575800000
094446,USD/RUB,61.575800000
094446,USD/RUB,61.575800000
094447,USD/RUB,61.575800000
094447,USD/RUB,61.527200000
094447,USD/RUB,61.575800000
094448,USD/RUB,61.526400000
094448,USD/RUB,61.575800000
094448,USD/RUB,61.577500000
094449,USD/RUB,61.577400000
094449,USD/RUB,61.559300000
094449,USD/RUB,61.575800000
094450,USD/RUB,61.575800000
094451,USD/RUB,61.575800000
094451,USD/RUB,61.526400000
094451,USD/RUB,61.576100000
094451,USD/RUB,61.575800000
094452,USD/RUB,61.575800000
094452,USD/RUB,61.575000000
094452,USD/RUB,61.576100000
094453,USD/RUB,61.526900000
094453,USD/RUB,61.575800000
094453,USD/RUB,61.575800000
094454,USD/RUB,61.575800000
094455,USD/RUB,61.575800000
094455,USD/RUB,61.521900000
094455,USD/RUB,61.570300000
094456,USD/RUB,61.536000000
094456,USD/RUB,61.521900000
094456,USD/RUB,61.572400000
094456,USD/RUB,61.554100000
094456,USD/RUB,61.570300000
094456,USD/RUB,61.521900000
094456,USD/RUB,61.521900000
094457,USD/RUB,61.570600000
094457,USD/RUB,61.521900000
094457,USD/RUB,61.521900000
094458,USD/RUB,61.523000000
094458,USD/RUB,61.572900000
094458,USD/RUB,61.572000000
094459,USD/RUB,61.573000000
094459,USD/RUB,61.572000000
094459,USD/RUB,61.572000000
094500,USD/RUB,61.571000000
094500,USD/RUB,61.523600000
094500,USD/RUB,61.574300000
094500,USD/RUB,61.573500000
094500,USD/RUB,61.574400000
094500,USD/RUB,61.524800000
094500,USD/RUB,61.524800000
094501,USD/RUB,61.573500000
094501,USD/RUB,61.525500000
094501,USD/RUB,61.575700000
094501,USD/RUB,61.526100000
094502,USD/RUB,61.575100000
094502,USD/RUB,61.526000000
094502,USD/RUB,61.575100000
094503,USD/RUB,61.575700000
094503,USD/RUB,61.525500000
094503,USD/RUB,61.575100000
094504,USD/RUB,61.575000000
094504,USD/RUB,61.525700000
094504,USD/RUB,61.575700000
094504,USD/RUB,61.575100000
094504,USD/RUB,61.575300000
094505,USD/RUB,61.525700000
094505,USD/RUB,61.575000000
094505,USD/RUB,61.575700000
094506,USD/RUB,61.525700000
094506,USD/RUB,61.575700000
094506,USD/RUB,61.575700000
094507,USD/RUB,61.575700000
094507,USD/RUB,61.575700000
094507,USD/RUB,61.525700000
094508,USD/RUB,61.525700000
094508,USD/RUB,61.575400000
094508,USD/RUB,61.575400000
094509,USD/RUB,61.575000000
094509,USD/RUB,61.575900000
094509,USD/RUB,61.526000000
094509,USD/RUB,61.526000000
094510,USD/RUB,61.556800000
094510,USD/RUB,61.526000000
094510,USD/RUB,61.575900000
094510,USD/RUB,61.526000000
094511,USD/RUB,61.575100000
094511,USD/RUB,61.556500000
094511,USD/RUB,61.575100000
094512,USD/RUB,61.575300000
094512,USD/RUB,61.526000000
094512,USD/RUB,61.577500000
094512,USD/RUB,61.559000000
094512,USD/RUB,61.575800000
094513,USD/RUB,61.526900000
094513,USD/RUB,61.580400000
094513,USD/RUB,61.580400000
094514,USD/RUB,61.559400000
094514,USD/RUB,61.528600000
094514,USD/RUB,61.580400000
094514,USD/RUB,61.580400000
094515,USD/RUB,61.527700000
094515,USD/RUB,61.579500000
094515,USD/RUB,61.527700000
094516,USD/RUB,61.558500000
094516,USD/RUB,61.527800000
094516,USD/RUB,61.578900000
094516,USD/RUB,61.579500000
094517,USD/RUB,61.578900000
094517,USD/RUB,61.527700000
094517,USD/RUB,61.527700000
094518,USD/RUB,61.578900000
094520,USD/RUB,61.577500000
094520,USD/RUB,61.578900000
094520,USD/RUB,61.528600000
094520,USD/RUB,61.528600000
094521,USD/RUB,61.575000000
094521,USD/RUB,61.527800000
094521,USD/RUB,61.578900000
094521,USD/RUB,61.578900000
094522,USD/RUB,61.577500000
094522,USD/RUB,61.528100000
094522,USD/RUB,61.575000000
094522,USD/RUB,61.578900000
094523,USD/RUB,61.578900000
094524,USD/RUB,61.578900000
094524,USD/RUB,61.528100000
094524,USD/RUB,61.558600000
094524,USD/RUB,61.579500000
094525,USD/RUB,61.578900000
094525,USD/RUB,61.528100000
094525,USD/RUB,61.578900000
094526,USD/RUB,61.578900000
094526,USD/RUB,61.578900000
094527,USD/RUB,61.578900000
094527,USD/RUB,61.528100000
094527,USD/RUB,61.528100000
094528,USD/RUB,61.559200000
094528,USD/RUB,61.531600000
094528,USD/RUB,61.582100000
094528,USD/RUB,61.561600000
094529,USD/RUB,61.580000000
094529,USD/RUB,61.582300000
094529,USD/RUB,61.530800000
094529,USD/RUB,61.580000000
094530,USD/RUB,61.531900000
094530,USD/RUB,61.580700000
094530,USD/RUB,61.527900000
094530,USD/RUB,61.579700000
094530,USD/RUB,61.579700000
094530,USD/RUB,61.527900000
094530,USD/RUB,61.579400000
094531,USD/RUB,61.579400000
094531,USD/RUB,61.527900000
094531,USD/RUB,61.579000000
094532,USD/RUB,61.560100000
094532,USD/RUB,61.579000000
094532,USD/RUB,61.578400000
094533,USD/RUB,61.527900000
094533,USD/RUB,61.579000000
094533,USD/RUB,61.579000000
094534,USD/RUB,61.579000000
094534,USD/RUB,61.526600000
094534,USD/RUB,61.578400000
094534,USD/RUB,61.526000000
094534,USD/RUB,61.556100000
094534,USD/RUB,61.576000000
094535,USD/RUB,61.557000000
094535,USD/RUB,61.576000000
094535,USD/RUB,61.526000000
094535,USD/RUB,61.575500000
094536,USD/RUB,61.575800000
094536,USD/RUB,61.526000000
094536,USD/RUB,61.575800000
094536,USD/RUB,61.575500000
094536,USD/RUB,61.526000000
094536,USD/RUB,61.526000000
094537,USD/RUB,61.575800000
094537,USD/RUB,61.575800000
094538,USD/RUB,61.575800000
094538,USD/RUB,61.526000000
094538,USD/RUB,61.575800000
094538,USD/RUB,61.526000000
094538,USD/RUB,61.575500000
094539,USD/RUB,61.575800000
094539,USD/RUB,61.526000000
094539,USD/RUB,61.576900000
094539,USD/RUB,61.576000000
094540,USD/RUB,61.576000000
094540,USD/RUB,61.577100000
094540,USD/RUB,61.526400000
094540,USD/RUB,61.577100000
094541,USD/RUB,61.577100000
094541,USD/RUB,61.526400000
094541,USD/RUB,61.577100000
094542,USD/RUB,61.577100000
094542,USD/RUB,61.526400000
094542,USD/RUB,61.577100000
094543,USD/RUB,61.577100000
094543,USD/RUB,61.577100000
094544,USD/RUB,61.577100000
094544,USD/RUB,61.526000000
094544,USD/RUB,61.526000000
094544,USD/RUB,61.557700000
094544,USD/RUB,61.575800000
094545,USD/RUB,61.557100000
094545,USD/RUB,61.575800000
094545,USD/RUB,61.525000000
094545,USD/RUB,61.575800000
094546,USD/RUB,61.575800000
094546,USD/RUB,61.555300000
094546,USD/RUB,61.556400000
094546,USD/RUB,61.575800000
094547,USD/RUB,61.575800000
094547,USD/RUB,61.525000000
094547,USD/RUB,61.575800000
094548,USD/RUB,61.575800000
094548,USD/RUB,61.575800000
094548,USD/RUB,61.575800000
094548,USD/RUB,61.526000000
094548,USD/RUB,61.556800000
094549,USD/RUB,61.575800000
094549,USD/RUB,61.526000000
094549,USD/RUB,61.575800000
094550,USD/RUB,61.524400000
094550,USD/RUB,61.575800000
094550,USD/RUB,61.575800000
094550,USD/RUB,61.575800000
094551,USD/RUB,61.575800000
094551,USD/RUB,61.575800000
094552,USD/RUB,61.574600000
094552,USD/RUB,61.575800000
094552,USD/RUB,61.524400000
094552,USD/RUB,61.575800000
094552,USD/RUB,61.524400000
094552,USD/RUB,61.525000000
094553,USD/RUB,61.575800000
094553,USD/RUB,61.526000000
094553,USD/RUB,61.575800000
094554,USD/RUB,61.575800000
094554,USD/RUB,61.525000000
094554,USD/RUB,61.556400000
094554,USD/RUB,61.575800000
094554,USD/RUB,61.570300000
094554,USD/RUB,61.575800000
094555,USD/RUB,61.539800000
094555,USD/RUB,61.575800000
094555,USD/RUB,61.574500000
094556,USD/RUB,61.575800000
094556,USD/RUB,61.525000000
094556,USD/RUB,61.525400000
094556,USD/RUB,61.575800000
094556,USD/RUB,61.575800000
094556,USD/RUB,61.526000000
094557,USD/RUB,61.526000000
094557,USD/RUB,61.575800000
094558,USD/RUB,61.575800000
094558,USD/RUB,61.575800000
094559,USD/RUB,61.575800000
094559,USD/RUB,61.575800000
094600,USD/RUB,61.575600000
094600,USD/RUB,61.576900000
094600,USD/RUB,61.526000000
094600,USD/RUB,61.526000000
094600,USD/RUB,61.575800000
094600,USD/RUB,61.556500000
094600,USD/RUB,61.572500000
094601,USD/RUB,61.557700000
094601,USD/RUB,61.578900000
094601,USD/RUB,61.527900000
094601,USD/RUB,61.528000000
094602,USD/RUB,61.578900000
094602,USD/RUB,61.528400000
094602,USD/RUB,61.577500000
094602,USD/RUB,61.577500000
094603,USD/RUB,61.528400000
094603,USD/RUB,61.577900000
094603,USD/RUB,61.577800000
094604,USD/RUB,61.528400000
094604,USD/RUB,61.577500000
094604,USD/RUB,61.527600000
094604,USD/RUB,61.527600000
094604,USD/RUB,61.577500000
094605,USD/RUB,61.577500000
094606,USD/RUB,61.577500000
094606,USD/RUB,61.527600000
094606,USD/RUB,61.578400000
094606,USD/RUB,61.528100000
094606,USD/RUB,61.578400000
094606,USD/RUB,61.578400000
094607,USD/RUB,61.577700000
094607,USD/RUB,61.527600000
094607,USD/RUB,61.527600000
094608,USD/RUB,61.578500000
094608,USD/RUB,61.527700000
094608,USD/RUB,61.527700000
094609,USD/RUB,61.577500000
094609,USD/RUB,61.527700000
094609,USD/RUB,61.577900000
094609,USD/RUB,61.527700000
094610,USD/RUB,61.578000000
094610,USD/RUB,61.527800000
094610,USD/RUB,61.578400000
094610,USD/RUB,61.527800000
094611,USD/RUB,61.559400000
094611,USD/RUB,61.528100000
094611,USD/RUB,61.579300000
094611,USD/RUB,61.529000000
094612,USD/RUB,61.529000000
094612,USD/RUB,61.579100000
094612,USD/RUB,61.578800000
094613,USD/RUB,61.578800000
094613,USD/RUB,61.579100000
094616,USD/RUB,61.529100000
094616,USD/RUB,61.529100000
094616,USD/RUB,61.579100000
094617,USD/RUB,61.560500000
094617,USD/RUB,61.581400000
094617,USD/RUB,61.527000000
094617,USD/RUB,61.577700000
094618,USD/RUB,61.527000000
094618,USD/RUB,61.577700000
094618,USD/RUB,61.577600000
094618,USD/RUB,61.527000000
094618,USD/RUB,61.527000000
094619,USD/RUB,61.577600000
094620,USD/RUB,61.577500000
094620,USD/RUB,61.528000000
094620,USD/RUB,61.580400000
094620,USD/RUB,61.562100000
094620,USD/RUB,61.580000000
094620,USD/RUB,61.580400000
094620,USD/RUB,61.580000000
094620,USD/RUB,61.530000000
094621,USD/RUB,61.580000000
094621,USD/RUB,61.580600000
094621,USD/RUB,61.528900000
094621,USD/RUB,61.577500000
094622,USD/RUB,61.561800000
094622,USD/RUB,61.529600000
094622,USD/RUB,61.582700000
094622,USD/RUB,61.581300000
094622,USD/RUB,61.533100000
094622,USD/RUB,61.533100000
094623,USD/RUB,61.532000000
094623,USD/RUB,61.581300000
094623,USD/RUB,61.529800000
094623,USD/RUB,61.579700000
094624,USD/RUB,61.529800000
094624,USD/RUB,61.580300000
094624,USD/RUB,61.579700000
094625,USD/RUB,61.570500000
094625,USD/RUB,61.583600000
094625,USD/RUB,61.532400000
094625,USD/RUB,61.580000000
094626,USD/RUB,61.582900000
094626,USD/RUB,61.531600000
094626,USD/RUB,61.581400000
094626,USD/RUB,61.531500000
094626,USD/RUB,61.531500000
094627,USD/RUB,61.581700000
094627,USD/RUB,61.581400000
094627,USD/RUB,61.581400000
094628,USD/RUB,61.563200000
094628,USD/RUB,61.581300000
094628,USD/RUB,61.531500000
094628,USD/RUB,61.581300000
094629,USD/RUB,61.531500000
094629,USD/RUB,61.582600000
094629,USD/RUB,61.530600000
094629,USD/RUB,61.530600000
094630,USD/RUB,61.530600000
094630,USD/RUB,61.581200000
094630,USD/RUB,61.582200000
094630,USD/RUB,61.580000000
094630,USD/RUB,61.583000000
094630,USD/RUB,61.531600000
094630,USD/RUB,61.582600000
094631,USD/RUB,61.582600000
094631,USD/RUB,61.531400000
094631,USD/RUB,61.581300000
094632,USD/RUB,61.531400000
094632,USD/RUB,61.581300000
094632,USD/RUB,61.531400000
094633,USD/RUB,61.562600000
094633,USD/RUB,61.581300000
094633,USD/RUB,61.531400000
094633,USD/RUB,61.581300000
094634,USD/RUB,61.581300000
094634,USD/RUB,61.528200000
094634,USD/RUB,61.583100000
094634,USD/RUB,61.577500000
094635,USD/RUB,61.530900000
094635,USD/RUB,61.581000000
094635,USD/RUB,61.528700000
094635,USD/RUB,61.579400000
094636,USD/RUB,61.579400000
094636,USD/RUB,61.580300000
094636,USD/RUB,61.529500000
094636,USD/RUB,61.529500000
094637,USD/RUB,61.579200000
094638,USD/RUB,61.560100000
094638,USD/RUB,61.529000000
094638,USD/RUB,61.579600000
094638,USD/RUB,61.529400000
094639,USD/RUB,61.529000000
094639,USD/RUB,61.580100000
094639,USD/RUB,61.526400000
094639,USD/RUB,61.575600000
094640,USD/RUB,61.575600000
094640,USD/RUB,61.525500000
094640,USD/RUB,61.576500000
094640,USD/RUB,61.575700000
094641,USD/RUB,61.525500000
094641,USD/RUB,61.576800000
094641,USD/RUB,61.572500000
094642,USD/RUB,61.526300000
094642,USD/RUB,61.525500000
094642,USD/RUB,61.525500000
094642,USD/RUB,61.575100000
094642,USD/RUB,61.575000000
094642,USD/RUB,61.575000000
094643,USD/RUB,61.525600000
094643,USD/RUB,61.575000000
094643,USD/RUB,61.575000000
094644,USD/RUB,61.556300000
094644,USD/RUB,61.524800000
094644,USD/RUB,61.576000000
094644,USD/RUB,61.524800000
094645,USD/RUB,61.556000000
094645,USD/RUB,61.575100000
094645,USD/RUB,61.524900000
094645,USD/RUB,61.574500000
094646,USD/RUB,61.574500000
094646,USD/RUB,61.574500000
094647,USD/RUB,61.574500000
094648,USD/RUB,61.574500000
094648,USD/RUB,61.574600000
094649,USD/RUB,61.574600000
094649,USD/RUB,61.574600000
094650,USD/RUB,61.574800000
094650,USD/RUB,61.555900000
094650,USD/RUB,61.574900000
094651,USD/RUB,61.574800000
094651,USD/RUB,61.522400000
094651,USD/RUB,61.522400000
094652,USD/RUB,61.522400000
094652,USD/RUB,61.572500000
094652,USD/RUB,61.553200000
094652,USD/RUB,61.522400000
094652,USD/RUB,61.522400000
094653,USD/RUB,61.522400000
094653,USD/RUB,61.571800000
094653,USD/RUB,61.521200000
094653,USD/RUB,61.552100000
094654,USD/RUB,61.521200000
094654,USD/RUB,61.570800000
094654,USD/RUB,61.570800000
094655,USD/RUB,61.570800000
094655,USD/RUB,61.521200000
094655,USD/RUB,61.571500000
094655,USD/RUB,61.536000000
094656,USD/RUB,61.571500000
094656,USD/RUB,61.571500000
094656,USD/RUB,61.571800000
094656,USD/RUB,61.570800000
094656,USD/RUB,61.570000000
094657,USD/RUB,61.570800000
094657,USD/RUB,61.521200000
094657,USD/RUB,61.570000000
094658,USD/RUB,61.570800000
094658,USD/RUB,61.521200000
094658,USD/RUB,61.571100000
094658,USD/RUB,61.570800000
094658,USD/RUB,61.521200000
094659,USD/RUB,61.521200000
094659,USD/RUB,61.570900000
094659,USD/RUB,61.521200000
094700,USD/RUB,61.571100000
094700,USD/RUB,61.520700000
094700,USD/RUB,61.571100000
094701,USD/RUB,61.571100000
094701,USD/RUB,61.570800000
094703,USD/RUB,61.570800000
094703,USD/RUB,61.521500000
094703,USD/RUB,61.567600000
094704,USD/RUB,61.570800000
094704,USD/RUB,61.521500000
094704,USD/RUB,61.570800000
094706,USD/RUB,61.571100000
094707,USD/RUB,61.570800000
094707,USD/RUB,61.572500000
094707,USD/RUB,61.521600000
094707,USD/RUB,61.521600000
094708,USD/RUB,61.553200000
094708,USD/RUB,61.571100000
094709,USD/RUB,61.572100000
094709,USD/RUB,61.521600000
094709,USD/RUB,61.570900000
094710,USD/RUB,61.570400000
094710,USD/RUB,61.570400000
094710,USD/RUB,61.552700000
094711,USD/RUB,61.570400000
094711,USD/RUB,61.570400000
094712,USD/RUB,61.570400000
094712,USD/RUB,61.570400000
094713,USD/RUB,61.570400000
094713,USD/RUB,61.570400000
094714,USD/RUB,61.570400000
094714,USD/RUB,61.521100000
094714,USD/RUB,61.570400000
094714,USD/RUB,61.521100000
094716,USD/RUB,61.570400000
094716,USD/RUB,61.570400000
094717,USD/RUB,61.570400000
094717,USD/RUB,61.570400000
094719,USD/RUB,61.570400000
094719,USD/RUB,61.570400000
094719,USD/RUB,61.570500000
094719,USD/RUB,61.552600000
094720,USD/RUB,61.570400000
094720,USD/RUB,61.570400000
094720,USD/RUB,61.552100000
094721,USD/RUB,61.570400000
094721,USD/RUB,61.570400000
094721,USD/RUB,61.570500000
094722,USD/RUB,61.570400000
094722,USD/RUB,61.570400000
094722,USD/RUB,61.552600000
094723,USD/RUB,61.570400000
094723,USD/RUB,61.570400000
094723,USD/RUB,61.552100000
094724,USD/RUB,61.570400000
094724,USD/RUB,61.570400000
094724,USD/RUB,61.563000000
094725,USD/RUB,61.570400000
094725,USD/RUB,61.570400000
094725,USD/RUB,61.534800000
094726,USD/RUB,61.570400000
094726,USD/RUB,61.570400000
094726,USD/RUB,61.552100000
094726,USD/RUB,61.552600000
094727,USD/RUB,61.570400000
094727,USD/RUB,61.521100000
094727,USD/RUB,61.552100000
094728,USD/RUB,61.570400000
094728,USD/RUB,61.521100000
094728,USD/RUB,61.522000000
094729,USD/RUB,61.570400000
094729,USD/RUB,61.520600000
094729,USD/RUB,61.570300000
094730,USD/RUB,61.520600000
094730,USD/RUB,61.520600000
094731,USD/RUB,61.570400000
094731,USD/RUB,61.522000000
094731,USD/RUB,61.522000000
094732,USD/RUB,61.571900000
094732,USD/RUB,61.523000000
094732,USD/RUB,61.573900000
094732,USD/RUB,61.523600000
094733,USD/RUB,61.573700000
094734,USD/RUB,61.573700000
094734,USD/RUB,61.523600000
094734,USD/RUB,61.523600000
094735,USD/RUB,61.573100000
094735,USD/RUB,61.568800000
094736,USD/RUB,61.573700000
094736,USD/RUB,61.523700000
094736,USD/RUB,61.523700000
094737,USD/RUB,61.573700000
094737,USD/RUB,61.573100000
094737,USD/RUB,61.573700000
094738,USD/RUB,61.523700000
094738,USD/RUB,61.573700000
094738,USD/RUB,61.523000000
094738,USD/RUB,61.523500000
094738,USD/RUB,61.523800000
094738,USD/RUB,61.523800000
094738,USD/RUB,61.554600000
094739,USD/RUB,61.523800000
094739,USD/RUB,61.573700000
094739,USD/RUB,61.523800000
094740,USD/RUB,61.573700000
094740,USD/RUB,61.523000000
094740,USD/RUB,61.554600000
094741,USD/RUB,61.573700000
094742,USD/RUB,61.573700000
094742,USD/RUB,61.554300000
094742,USD/RUB,61.554300000
094743,USD/RUB,61.523000000
094743,USD/RUB,61.573100000
094743,USD/RUB,61.515300000
094743,USD/RUB,61.545600000
094744,USD/RUB,61.563500000
094744,USD/RUB,61.564900000
094744,USD/RUB,61.512400000
094744,USD/RUB,61.562000000
094744,USD/RUB,61.561800000
094744,USD/RUB,61.511700000
094744,USD/RUB,61.562000000
094744,USD/RUB,61.561800000
094745,USD/RUB,61.561800000
094745,USD/RUB,61.511000000
094745,USD/RUB,61.562000000
094745,USD/RUB,61.562000000
094746,USD/RUB,61.561800000
094746,USD/RUB,61.511800000
094746,USD/RUB,61.562000000
094746,USD/RUB,61.562000000
094746,USD/RUB,61.511800000
094746,USD/RUB,61.562000000
094746,USD/RUB,61.562000000
094747,USD/RUB,61.511800000
094747,USD/RUB,61.543500000
094747,USD/RUB,61.562000000
094748,USD/RUB,61.561800000
094748,USD/RUB,61.512800000
094748,USD/RUB,61.512800000
094748,USD/RUB,61.563500000
094748,USD/RUB,61.513200000
094748,USD/RUB,61.513200000
094749,USD/RUB,61.544000000
094749,USD/RUB,61.563500000
094749,USD/RUB,61.512800000
094749,USD/RUB,61.514600000
094750,USD/RUB,61.563800000
094750,USD/RUB,61.514600000
094750,USD/RUB,61.564500000
094750,USD/RUB,61.515400000
094750,USD/RUB,61.563200000
094751,USD/RUB,61.545200000
094751,USD/RUB,61.514400000
094751,USD/RUB,61.563200000
094751,USD/RUB,61.563200000
094752,USD/RUB,61.563200000
094752,USD/RUB,61.565100000
094752,USD/RUB,61.562500000
094752,USD/RUB,61.566400000
094752,USD/RUB,61.514400000
094752,USD/RUB,61.546600000
094753,USD/RUB,61.564900000
094753,USD/RUB,61.515600000
094753,USD/RUB,61.565000000
094753,USD/RUB,61.546400000
094754,USD/RUB,61.564600000
094754,USD/RUB,61.514600000
094754,USD/RUB,61.545400000
094754,USD/RUB,61.514600000
094755,USD/RUB,61.564600000
094755,USD/RUB,61.514600000
094755,USD/RUB,61.527300000
094756,USD/RUB,61.564600000
094756,USD/RUB,61.514600000
094756,USD/RUB,61.567400000
094756,USD/RUB,61.517700000
094757,USD/RUB,61.566400000
094757,USD/RUB,61.517100000
094757,USD/RUB,61.547900000
094758,USD/RUB,61.565900000
094758,USD/RUB,61.516300000
094758,USD/RUB,61.567900000
094758,USD/RUB,61.518100000
094759,USD/RUB,61.567500000
094759,USD/RUB,61.518000000
094759,USD/RUB,61.548500000
094800,USD/RUB,61.567500000
094800,USD/RUB,61.567500000
