<TIME>,EUR/RUB,<LAST>
093906,EUR/RUB,68.244000000
093906,EUR/RUB,68.246000000
093906,EUR/RUB,68.250000000
093907,EUR/RUB,68.250000000
093907,EUR/RUB,68.250000000
093908,EUR/RUB,68.250000000
093908,EUR/RUB,68.247000000
093909,EUR/RUB,68.247000000
093909,EUR/RUB,68.247000000
093910,EUR/RUB,68.209000000
093910,EUR/RUB,68.247000000
093910,EUR/RUB,68.245000000
093911,EUR/RUB,68.246000000
093911,EUR/RUB,68.246000000
093912,EUR/RUB,68.245000000
093912,EUR/RUB,68.245000000
093912,EUR/RUB,68.247100000
093913,EUR/RUB,68.246000000
093913,EUR/RUB,68.246000000
093914,EUR/RUB,68.245000000
093914,EUR/RUB,68.245000000
093915,EUR/RUB,68.246000000
093916,EUR/RUB,68.246000000
093916,EUR/RUB,68.247000000
093916,EUR/RUB,68.247000000
093917,EUR/RUB,68.244000000
093917,EUR/RUB,68.243000000
093918,EUR/RUB,68.243000000
093918,EUR/RUB,68.243000000
093919,EUR/RUB,68.238000000
093919,EUR/RUB,68.238000000
093919,EUR/RUB,68.245000000
093920,EUR/RUB,68.245000000
093920,EUR/RUB,68.241000000
093920,EUR/RUB,68.241000000
093921,EUR/RUB,68.243000000
093921,EUR/RUB,68.243000000
093922,EUR/RUB,68.243000000
093922,EUR/RUB,68.243000000
093923,EUR/RUB,68.243000000
093923,EUR/RUB,68.243000000
093924,EUR/RUB,68.243000000
093924,EUR/RUB,68.248000000
093925,EUR/RUB,68.243000000
093925,EUR/RUB,68.248000000
093925,EUR/RUB,68.245000000
093926,EUR/RUB,68.245000000
093926,EUR/RUB,68.246000000
093927,EUR/RUB,68.246000000
093927,EUR/RUB,68.246000000
093928,EUR/RUB,68.246000000
093928,EUR/RUB,68.245000000
093929,EUR/RUB,68.245000000
093929,EUR/RUB,68.245000000
093930,EUR/RUB,68.245000000
093930,EUR/RUB,68.245000000
093931,EUR/RUB,68.245000000
093931,EUR/RUB,68.245000000
093932,EUR/RUB,68.245000000
093932,EUR/RUB,68.246000000
093933,EUR/RUB,68.246000000
093933,EUR/RUB,68.244000000
093934,EUR/RUB,68.244000000
093934,EUR/RUB,68.244000000
093935,EUR/RUB,68.244000000
093935,EUR/RUB,68.244000000
093936,EUR/RUB,68.244000000
093936,EUR/RUB,68.245000000
093937,EUR/RUB,68.245000000
093937,EUR/RUB,68.244000000
093938,EUR/RUB,68.244000000
093938,EUR/RUB,68.244000000
093939,EUR/RUB,68.244000000
093939,EUR/RUB,68.244000000
093940,EUR/RUB,68.200000000
093940,EUR/RUB,68.245000000
093941,EUR/RUB,68.245000000
093941,EUR/RUB,68.250000000
093942,EUR/RUB,68.250000000
093942,EUR/RUB,68.250000000
093943,EUR/RUB,68.250000000
093943,EUR/RUB,68.249000000
093944,EUR/RUB,68.251900000
093944,EUR/RUB,68.248000000
093945,EUR/RUB,68.248000000
093945,EUR/RUB,68.248000000
093946,EUR/RUB,68.248000000
093946,EUR/RUB,68.249000000
093947,EUR/RUB,68.249000000
093947,EUR/RUB,68.249000000
093948,EUR/RUB,68.249000000
093948,EUR/RUB,68.249000000
093949,EUR/RUB,68.249000000
093949,EUR/RUB,68.245000000
093950,EUR/RUB,68.245000000
093950,EUR/RUB,68.245000000
093951,EUR/RUB,68.245000000
093951,EUR/RUB,68.245000000
093952,EUR/RUB,68.245000000
093952,EUR/RUB,68.246000000
093953,EUR/RUB,68.246000000
093953,EUR/RUB,68.246000000
093954,EUR/RUB,68.246000000
093954,EUR/RUB,68.247000000
093955,EUR/RUB,68.247000000
093955,EUR/RUB,68.240000000
093955,EUR/RUB,68.246000000
093956,EUR/RUB,68.244000000
093956,EUR/RUB,68.244000000
093957,EUR/RUB,68.244000000
093957,EUR/RUB,68.244000000
093958,EUR/RUB,68.243000000
093958,EUR/RUB,68.243000000
093959,EUR/RUB,68.242000000
093959,EUR/RUB,68.242000000
094000,EUR/RUB,68.251000000
094000,EUR/RUB,68.241000000
094000,EUR/RUB,68.241000000
094001,EUR/RUB,68.243000000
094001,EUR/RUB,68.243000000
094002,EUR/RUB,68.239000000
094002,EUR/RUB,68.236000000
094003,EUR/RUB,68.236000000
094004,EUR/RUB,68.235000000
094004,EUR/RUB,68.235000000
094005,EUR/RUB,68.234000000
094005,EUR/RUB,68.234000000
094006,EUR/RUB,68.236000000
094006,EUR/RUB,68.236000000
094007,EUR/RUB,68.240000000
094007,EUR/RUB,68.240000000
094008,EUR/RUB,68.238000000
094008,EUR/RUB,68.238000000
094009,EUR/RUB,68.239000000
094009,EUR/RUB,68.239000000
094010,EUR/RUB,68.239000000
094010,EUR/RUB,68.239000000
094010,EUR/RUB,68.197000000
094011,EUR/RUB,68.245000000
094011,EUR/RUB,68.245000000
094012,EUR/RUB,68.243000000
094012,EUR/RUB,68.243000000
094013,EUR/RUB,68.242000000
094013,EUR/RUB,68.242000000
094014,EUR/RUB,68.241000000
094014,EUR/RUB,68.241000000
094014,EUR/RUB,68.244000000
094015,EUR/RUB,68.244000000
094015,EUR/RUB,68.244000000
094016,EUR/RUB,68.244000000
094016,EUR/RUB,68.244000000
094017,EUR/RUB,68.244000000
094017,EUR/RUB,68.244000000
094018,EUR/RUB,68.247000000
094018,EUR/RUB,68.244000000
094018,EUR/RUB,68.244000000
094019,EUR/RUB,68.244000000
094019,EUR/RUB,68.244000000
094019,EUR/RUB,68.257000000
094020,EUR/RUB,68.250000000
094020,EUR/RUB,68.250000000
094021,EUR/RUB,68.248000000
094021,EUR/RUB,68.248000000
094021,EUR/RUB,68.249000000
094022,EUR/RUB,68.249000000
094023,EUR/RUB,68.247000000
094023,EUR/RUB,68.247000000
094024,EUR/RUB,68.245000000
094024,EUR/RUB,68.245000000
094025,EUR/RUB,68.244000000
094025,EUR/RUB,68.244000000
094025,EUR/RUB,68.240000000
094026,EUR/RUB,68.244000000
094026,EUR/RUB,68.244000000
094027,EUR/RUB,68.247000000
094027,EUR/RUB,68.247000000
094028,EUR/RUB,68.247000000
094028,EUR/RUB,68.247000000
094029,EUR/RUB,68.244000000
094029,EUR/RUB,68.244000000
094030,EUR/RUB,68.243000000
094030,EUR/RUB,68.243000000
094031,EUR/RUB,68.243000000
094031,EUR/RUB,68.243000000
094032,EUR/RUB,68.246000000
094032,EUR/RUB,68.246000000
094033,EUR/RUB,68.247000000
094033,EUR/RUB,68.247000000
094034,EUR/RUB,68.245000000
094034,EUR/RUB,68.245000000
094035,EUR/RUB,68.244000000
094035,EUR/RUB,68.244000000
094035,EUR/RUB,68.248000000
094036,EUR/RUB,68.248000000
094036,EUR/RUB,68.244000000
094036,EUR/RUB,68.244000000
094037,EUR/RUB,68.244000000
094037,EUR/RUB,68.244000000
094038,EUR/RUB,68.244000000
094038,EUR/RUB,68.244000000
094039,EUR/RUB,68.243000000
094039,EUR/RUB,68.243000000
094040,EUR/RUB,68.203000000
094040,EUR/RUB,68.244000000
094040,EUR/RUB,68.244000000
094041,EUR/RUB,68.245000000
094041,EUR/RUB,68.245000000
094042,EUR/RUB,68.242000000
094042,EUR/RUB,68.240000000
094043,EUR/RUB,68.242000000
094044,EUR/RUB,68.242000000
094044,EUR/RUB,68.242000000
094044,EUR/RUB,68.242000000
094045,EUR/RUB,68.243000000
094045,EUR/RUB,68.243000000
094046,EUR/RUB,68.242000000
094046,EUR/RUB,68.242000000
094047,EUR/RUB,68.245000000
094047,EUR/RUB,68.245000000
094048,EUR/RUB,68.242000000
094048,EUR/RUB,68.242000000
094049,EUR/RUB,68.248300000
094049,EUR/RUB,68.240000000
094050,EUR/RUB,68.240000000
094050,EUR/RUB,68.240000000
094051,EUR/RUB,68.240000000
094051,EUR/RUB,68.242000000
094051,EUR/RUB,68.242000000
094052,EUR/RUB,68.245000000
094053,EUR/RUB,68.245000000
094053,EUR/RUB,68.245000000
094054,EUR/RUB,68.245000000
094054,EUR/RUB,68.246000000
094054,EUR/RUB,68.246000000
094055,EUR/RUB,68.242000000
094055,EUR/RUB,68.246000000
094056,EUR/RUB,68.246000000
094056,EUR/RUB,68.246000000
094057,EUR/RUB,68.246000000
094057,EUR/RUB,68.246000000
094058,EUR/RUB,68.243000000
094058,EUR/RUB,68.243000000
094059,EUR/RUB,68.246000000
094059,EUR/RUB,68.246000000
094100,EUR/RUB,68.243000000
094100,EUR/RUB,68.243000000
094101,EUR/RUB,68.244000000
094101,EUR/RUB,68.244000000
094102,EUR/RUB,68.243000000
094102,EUR/RUB,68.243000000
094103,EUR/RUB,68.243000000
094103,EUR/RUB,68.243000000
094104,EUR/RUB,68.250000000
094104,EUR/RUB,68.250000000
094105,EUR/RUB,68.249000000
094105,EUR/RUB,68.249000000
094106,EUR/RUB,68.247000000
094106,EUR/RUB,68.247000000
094107,EUR/RUB,68.251000000
094107,EUR/RUB,68.251000000
094108,EUR/RUB,68.253000000
094108,EUR/RUB,68.253000000
094109,EUR/RUB,68.250000000
094109,EUR/RUB,68.250000000
094110,EUR/RUB,68.250000000
094110,EUR/RUB,68.250000000
094110,EUR/RUB,68.214000000
094111,EUR/RUB,68.250000000
094111,EUR/RUB,68.250000000
094111,EUR/RUB,68.252000000
094112,EUR/RUB,68.255000000
094112,EUR/RUB,68.255000000
094113,EUR/RUB,68.254000000
094113,EUR/RUB,68.254000000
094113,EUR/RUB,68.257000000
094114,EUR/RUB,68.257000000
094114,EUR/RUB,68.259000000
094115,EUR/RUB,68.259000000
094116,EUR/RUB,68.259000000
094116,EUR/RUB,68.259000000
094117,EUR/RUB,68.259000000
094117,EUR/RUB,68.259000000
094118,EUR/RUB,68.259000000
094118,EUR/RUB,68.259000000
094119,EUR/RUB,68.262000000
094119,EUR/RUB,68.262000000
094119,EUR/RUB,68.258000000
094120,EUR/RUB,68.258000000
094120,EUR/RUB,68.261900000
094120,EUR/RUB,68.258000000
094120,EUR/RUB,68.258000000
094121,EUR/RUB,68.259000000
094121,EUR/RUB,68.259000000
094122,EUR/RUB,68.259000000
094122,EUR/RUB,68.259000000
094123,EUR/RUB,68.259000000
094123,EUR/RUB,68.259000000
094124,EUR/RUB,68.259000000
094125,EUR/RUB,68.259000000
094125,EUR/RUB,68.257000000
094125,EUR/RUB,68.260000000
094125,EUR/RUB,68.260000000
094126,EUR/RUB,68.260000000
094127,EUR/RUB,68.260000000
094127,EUR/RUB,68.260000000
094128,EUR/RUB,68.260000000
094128,EUR/RUB,68.260000000
094128,EUR/RUB,68.260000000
094129,EUR/RUB,68.260000000
094130,EUR/RUB,68.260000000
094130,EUR/RUB,68.260000000
094130,EUR/RUB,68.260000000
094131,EUR/RUB,68.259000000
094131,EUR/RUB,68.259000000
094132,EUR/RUB,68.259000000
094133,EUR/RUB,68.259000000
094134,EUR/RUB,68.260000000
094134,EUR/RUB,68.260000000
094134,EUR/RUB,68.260000000
094135,EUR/RUB,68.260000000
094135,EUR/RUB,68.259000000
094136,EUR/RUB,68.259000000
094136,EUR/RUB,68.259000000
094137,EUR/RUB,68.259000000
094137,EUR/RUB,68.262000000
094139,EUR/RUB,68.262000000
094139,EUR/RUB,68.262000000
094140,EUR/RUB,68.262000000
094140,EUR/RUB,68.260000000
094140,EUR/RUB,68.219000000
094141,EUR/RUB,68.260000000
094141,EUR/RUB,68.259000000
094142,EUR/RUB,68.259000000
094142,EUR/RUB,68.260000000
094143,EUR/RUB,68.260000000
094143,EUR/RUB,68.259000000
094144,EUR/RUB,68.259000000
094144,EUR/RUB,68.259000000
094145,EUR/RUB,68.259000000
094145,EUR/RUB,68.258000000
094146,EUR/RUB,68.259000000
094146,EUR/RUB,68.259000000
094146,EUR/RUB,68.260000000
094147,EUR/RUB,68.260000000
094147,EUR/RUB,68.260000000
094148,EUR/RUB,68.260000000
094148,EUR/RUB,68.260000000
094149,EUR/RUB,68.260000000
094149,EUR/RUB,68.258000000
094150,EUR/RUB,68.258000000
094150,EUR/RUB,68.262000000
094150,EUR/RUB,68.263700000
094150,EUR/RUB,68.262000000
094151,EUR/RUB,68.269000000
094152,EUR/RUB,68.276000000
094153,EUR/RUB,68.277000000
094153,EUR/RUB,68.272000000
094154,EUR/RUB,68.268000000
094154,EUR/RUB,68.268000000
094155,EUR/RUB,68.271000000
094155,EUR/RUB,68.269000000
094155,EUR/RUB,68.269000000
094156,EUR/RUB,68.270000000
094156,EUR/RUB,68.272000000
094157,EUR/RUB,68.272000000
094157,EUR/RUB,68.273000000
094158,EUR/RUB,68.273000000
094158,EUR/RUB,68.271000000
094159,EUR/RUB,68.271000000
094159,EUR/RUB,68.269000000
094200,EUR/RUB,68.269000000
094200,EUR/RUB,68.272000000
094200,EUR/RUB,68.272000000
094201,EUR/RUB,68.272000000
094201,EUR/RUB,68.275000000
094202,EUR/RUB,68.275000000
094203,EUR/RUB,68.275000000
094204,EUR/RUB,68.275000000
094204,EUR/RUB,68.271000000
094205,EUR/RUB,68.271000000
094205,EUR/RUB,68.277000000
094205,EUR/RUB,68.275000000
094206,EUR/RUB,68.275000000
094207,EUR/RUB,68.273000000
094207,EUR/RUB,68.273000000
094207,EUR/RUB,68.274000000
094208,EUR/RUB,68.274000000
094208,EUR/RUB,68.274000000
094208,EUR/RUB,68.272000000
094209,EUR/RUB,68.272000000
094209,EUR/RUB,68.272000000
094210,EUR/RUB,68.271000000
094211,EUR/RUB,68.231000000
094211,EUR/RUB,68.274000000
094211,EUR/RUB,68.274000000
094212,EUR/RUB,68.274000000
094212,EUR/RUB,68.274000000
094213,EUR/RUB,68.274000000
094213,EUR/RUB,68.269000000
094214,EUR/RUB,68.274000000
094215,EUR/RUB,68.275000000
094216,EUR/RUB,68.275000000
094217,EUR/RUB,68.275000000
094218,EUR/RUB,68.274000000
094219,EUR/RUB,68.275000000
094220,EUR/RUB,68.278000000
094221,EUR/RUB,68.278600000
094221,EUR/RUB,68.275000000
094223,EUR/RUB,68.275000000
094224,EUR/RUB,68.275000000
094225,EUR/RUB,68.273000000
094225,EUR/RUB,68.273000000
094226,EUR/RUB,68.273000000
094227,EUR/RUB,68.272000000
094228,EUR/RUB,68.272000000
094231,EUR/RUB,68.275000000
094232,EUR/RUB,68.275000000
094233,EUR/RUB,68.278000000
094234,EUR/RUB,68.280000000
094235,EUR/RUB,68.280000000
094236,EUR/RUB,68.280000000
094237,EUR/RUB,68.280000000
094239,EUR/RUB,68.283000000
094240,EUR/RUB,68.280000000
094241,EUR/RUB,68.240000000
094241,EUR/RUB,68.281000000
094242,EUR/RUB,68.281000000
094243,EUR/RUB,68.279000000
094244,EUR/RUB,68.279000000
094245,EUR/RUB,68.279000000
094246,EUR/RUB,68.279000000
094247,EUR/RUB,68.279000000
094248,EUR/RUB,68.280000000
094249,EUR/RUB,68.281000000
094250,EUR/RUB,68.280000000
094251,EUR/RUB,68.281000000
094252,EUR/RUB,68.280000000
094252,EUR/RUB,68.282100000
094253,EUR/RUB,68.280000000
094254,EUR/RUB,68.279000000
094255,EUR/RUB,68.277000000
094255,EUR/RUB,68.280000000
094256,EUR/RUB,68.279000000
094257,EUR/RUB,68.276000000
094257,EUR/RUB,68.275000000
094258,EUR/RUB,68.274000000
094258,EUR/RUB,68.274000000
094259,EUR/RUB,68.273000000
094259,EUR/RUB,68.273000000
094300,EUR/RUB,68.276000000
094300,EUR/RUB,68.276000000
094301,EUR/RUB,68.273000000
094301,EUR/RUB,68.273000000
094302,EUR/RUB,68.273000000
094302,EUR/RUB,68.273000000
094303,EUR/RUB,68.275000000
094303,EUR/RUB,68.275000000
094304,EUR/RUB,68.276000000
094304,EUR/RUB,68.276000000
094305,EUR/RUB,68.276000000
094306,EUR/RUB,68.276000000
094306,EUR/RUB,68.276000000
094307,EUR/RUB,68.275000000
094307,EUR/RUB,68.275000000
094308,EUR/RUB,68.275000000
094308,EUR/RUB,68.275000000
094309,EUR/RUB,68.276000000
094309,EUR/RUB,68.276000000
094310,EUR/RUB,68.276000000
094311,EUR/RUB,68.236000000
094311,EUR/RUB,68.276000000
094312,EUR/RUB,68.275000000
094313,EUR/RUB,68.275000000
094314,EUR/RUB,68.275000000
094315,EUR/RUB,68.277000000
094316,EUR/RUB,68.277000000
094317,EUR/RUB,68.274000000
094317,EUR/RUB,68.272000000
094318,EUR/RUB,68.272000000
094318,EUR/RUB,68.272000000
094319,EUR/RUB,68.272000000
094319,EUR/RUB,68.272000000
094320,EUR/RUB,68.273000000
094320,EUR/RUB,68.273000000
094321,EUR/RUB,68.273000000
094321,EUR/RUB,68.273000000
094322,EUR/RUB,68.274000000
094322,EUR/RUB,68.274000000
094323,EUR/RUB,68.273000000
094323,EUR/RUB,68.273000000
094324,EUR/RUB,68.276600000
094324,EUR/RUB,68.273000000
094324,EUR/RUB,68.273000000
094325,EUR/RUB,68.274000000
094325,EUR/RUB,68.272000000
094325,EUR/RUB,68.274000000
094326,EUR/RUB,68.274000000
094326,EUR/RUB,68.274000000
094327,EUR/RUB,68.275000000
094327,EUR/RUB,68.275000000
094328,EUR/RUB,68.276000000
094328,EUR/RUB,68.276000000
094329,EUR/RUB,68.276000000
094329,EUR/RUB,68.276000000
094330,EUR/RUB,68.275000000
094330,EUR/RUB,68.275000000
094331,EUR/RUB,68.275000000
094331,EUR/RUB,68.275000000
094332,EUR/RUB,68.275000000
094332,EUR/RUB,68.275000000
094333,EUR/RUB,68.276000000
094333,EUR/RUB,68.276000000
094334,EUR/RUB,68.275000000
094334,EUR/RUB,68.275000000
094335,EUR/RUB,68.275000000
094335,EUR/RUB,68.275000000
094336,EUR/RUB,68.275000000
094336,EUR/RUB,68.275000000
094337,EUR/RUB,68.275000000
094337,EUR/RUB,68.275000000
094338,EUR/RUB,68.275000000
094338,EUR/RUB,68.275000000
094339,EUR/RUB,68.275000000
094339,EUR/RUB,68.275000000
094340,EUR/RUB,68.275000000
094340,EUR/RUB,68.275000000
094341,EUR/RUB,68.275000000
094341,EUR/RUB,68.275000000
094341,EUR/RUB,68.236000000
094342,EUR/RUB,68.275000000
094342,EUR/RUB,68.275000000
094343,EUR/RUB,68.274000000
094343,EUR/RUB,68.274000000
094343,EUR/RUB,68.263000000
094345,EUR/RUB,68.265000000
094345,EUR/RUB,68.265000000
094346,EUR/RUB,68.268000000
094349,EUR/RUB,68.265000000
094349,EUR/RUB,68.268000000
094351,EUR/RUB,68.266000000
094351,EUR/RUB,68.266000000
094351,EUR/RUB,68.264000000
094352,EUR/RUB,68.264000000
094352,EUR/RUB,68.275000000
094352,EUR/RUB,68.263000000
094353,EUR/RUB,68.263000000
094354,EUR/RUB,68.265700000
094354,EUR/RUB,68.263000000
094355,EUR/RUB,68.263000000
094355,EUR/RUB,68.259000000
094355,EUR/RUB,68.263000000
094356,EUR/RUB,68.263000000
094356,EUR/RUB,68.264000000
094357,EUR/RUB,68.264000000
094357,EUR/RUB,68.264000000
094358,EUR/RUB,68.264000000
094359,EUR/RUB,68.264000000
094359,EUR/RUB,68.264000000
094359,EUR/RUB,68.268000000
094400,EUR/RUB,68.268000000
094400,EUR/RUB,68.267000000
094401,EUR/RUB,68.267000000
094401,EUR/RUB,68.267000000
094402,EUR/RUB,68.267000000
094402,EUR/RUB,68.267000000
094403,EUR/RUB,68.267000000
094404,EUR/RUB,68.268000000
094404,EUR/RUB,68.268000000
094404,EUR/RUB,68.268000000
094405,EUR/RUB,68.268000000
094405,EUR/RUB,68.266000000
094406,EUR/RUB,68.266000000
094406,EUR/RUB,68.266000000
094407,EUR/RUB,68.266000000
094407,EUR/RUB,68.266000000
094408,EUR/RUB,68.266000000
094408,EUR/RUB,68.267000000
094409,EUR/RUB,68.267000000
094409,EUR/RUB,68.267000000
094410,EUR/RUB,68.267000000
094410,EUR/RUB,68.266000000
094411,EUR/RUB,68.266000000
094411,EUR/RUB,68.224000000
094412,EUR/RUB,68.266000000
094412,EUR/RUB,68.266000000
094412,EUR/RUB,68.264000000
094413,EUR/RUB,68.264000000
094413,EUR/RUB,68.264000000
094414,EUR/RUB,68.264000000
094414,EUR/RUB,68.265000000
094415,EUR/RUB,68.265000000
094415,EUR/RUB,68.265000000
094416,EUR/RUB,68.265000000
094416,EUR/RUB,68.264000000
094417,EUR/RUB,68.264000000
094417,EUR/RUB,68.264000000
094418,EUR/RUB,68.264000000
094418,EUR/RUB,68.265000000
094419,EUR/RUB,68.265000000
094419,EUR/RUB,68.264000000
094420,EUR/RUB,68.264000000
094420,EUR/RUB,68.264000000
094421,EUR/RUB,68.264000000
094421,EUR/RUB,68.264000000
094422,EUR/RUB,68.264000000
094422,EUR/RUB,68.265000000
094423,EUR/RUB,68.265000000
094423,EUR/RUB,68.264000000
094424,EUR/RUB,68.264000000
094425,EUR/RUB,68.261000000
094425,EUR/RUB,68.261000000
094425,EUR/RUB,68.259000000
094425,EUR/RUB,68.265200000
094426,EUR/RUB,68.261000000
094426,EUR/RUB,68.261000000
094427,EUR/RUB,68.261000000
094427,EUR/RUB,68.261000000
094428,EUR/RUB,68.261000000
094428,EUR/RUB,68.261000000
094428,EUR/RUB,68.262000000
094429,EUR/RUB,68.262000000
094429,EUR/RUB,68.262000000
094430,EUR/RUB,68.262000000
094431,EUR/RUB,68.262000000
094431,EUR/RUB,68.262000000
094432,EUR/RUB,68.262000000
094432,EUR/RUB,68.262000000
094433,EUR/RUB,68.262000000
094434,EUR/RUB,68.262000000
094434,EUR/RUB,68.262000000
094434,EUR/RUB,68.262000000
094435,EUR/RUB,68.262000000
094435,EUR/RUB,68.261000000
094436,EUR/RUB,68.261000000
094436,EUR/RUB,68.261000000
094437,EUR/RUB,68.261000000
094438,EUR/RUB,68.261000000
094438,EUR/RUB,68.261000000
094439,EUR/RUB,68.262000000
094439,EUR/RUB,68.262000000
094441,EUR/RUB,68.262000000
094441,EUR/RUB,68.262000000
094442,EUR/RUB,68.262000000
094442,EUR/RUB,68.222000000
094442,EUR/RUB,68.262000000
094443,EUR/RUB,68.262000000
094444,EUR/RUB,68.262000000
094444,EUR/RUB,68.262000000
094445,EUR/RUB,68.262000000
094445,EUR/RUB,68.262000000
094446,EUR/RUB,68.263000000
094447,EUR/RUB,68.262000000
094447,EUR/RUB,68.262000000
094449,EUR/RUB,68.263000000
094450,EUR/RUB,68.263000000
094451,EUR/RUB,68.263000000
094451,EUR/RUB,68.263000000
094452,EUR/RUB,68.264000000
094453,EUR/RUB,68.265000000
094454,EUR/RUB,68.265000000
094455,EUR/RUB,68.265000000
094455,EUR/RUB,68.260000000
094456,EUR/RUB,68.261500000
094456,EUR/RUB,68.260000000
094457,EUR/RUB,68.259000000
094458,EUR/RUB,68.259000000
094459,EUR/RUB,68.259000000
094500,EUR/RUB,68.268000000
094500,EUR/RUB,68.261000000
094501,EUR/RUB,68.262000000
094502,EUR/RUB,68.263000000
094503,EUR/RUB,68.262000000
094504,EUR/RUB,68.262000000
094505,EUR/RUB,68.262000000
094506,EUR/RUB,68.261000000
094507,EUR/RUB,68.263000000
094508,EUR/RUB,68.262000000
094509,EUR/RUB,68.262000000
094510,EUR/RUB,68.265000000
094511,EUR/RUB,68.265000000
094511,EUR/RUB,68.262000000
094512,EUR/RUB,68.262000000
094512,EUR/RUB,68.263000000
094513,EUR/RUB,68.263000000
094513,EUR/RUB,68.263000000
094514,EUR/RUB,68.263000000
094514,EUR/RUB,68.266000000
094515,EUR/RUB,68.266000000
094515,EUR/RUB,68.262000000
094516,EUR/RUB,68.262000000
094516,EUR/RUB,68.262000000
094517,EUR/RUB,68.262000000
094517,EUR/RUB,68.260000000
094518,EUR/RUB,68.260000000
094518,EUR/RUB,68.260000000
094519,EUR/RUB,68.260000000
094519,EUR/RUB,68.261000000
094520,EUR/RUB,68.261000000
094520,EUR/RUB,68.261000000
094521,EUR/RUB,68.261000000
094521,EUR/RUB,68.261000000
094522,EUR/RUB,68.261000000
094522,EUR/RUB,68.261000000
094523,EUR/RUB,68.261000000
094523,EUR/RUB,68.264000000
094524,EUR/RUB,68.264000000
094525,EUR/RUB,68.261000000
094525,EUR/RUB,68.262000000
094526,EUR/RUB,68.261000000
094526,EUR/RUB,68.261000000
094527,EUR/RUB,68.261000000
094527,EUR/RUB,68.265400000
094527,EUR/RUB,68.258000000
094528,EUR/RUB,68.258000000
094528,EUR/RUB,68.264000000
094529,EUR/RUB,68.264000000
094529,EUR/RUB,68.263000000
094530,EUR/RUB,68.263000000
094530,EUR/RUB,68.262000000
094531,EUR/RUB,68.262000000
094531,EUR/RUB,68.261000000
094532,EUR/RUB,68.261000000
094532,EUR/RUB,68.261000000
094533,EUR/RUB,68.261000000
094533,EUR/RUB,68.257000000
094534,EUR/RUB,68.257000000
094534,EUR/RUB,68.257000000
094535,EUR/RUB,68.257000000
094535,EUR/RUB,68.253000000
094536,EUR/RUB,68.253000000
094536,EUR/RUB,68.253000000
094537,EUR/RUB,68.254000000
094537,EUR/RUB,68.258000000
094538,EUR/RUB,68.258000000
094538,EUR/RUB,68.259000000
094539,EUR/RUB,68.259000000
094539,EUR/RUB,68.259000000
094540,EUR/RUB,68.259000000
094540,EUR/RUB,68.260000000
094541,EUR/RUB,68.260000000
094541,EUR/RUB,68.260000000
094542,EUR/RUB,68.260000000
094542,EUR/RUB,68.220000000
094542,EUR/RUB,68.259000000
094543,EUR/RUB,68.259000000
094543,EUR/RUB,68.259000000
094544,EUR/RUB,68.259000000
094544,EUR/RUB,68.259000000
094545,EUR/RUB,68.259000000
094545,EUR/RUB,68.258000000
094546,EUR/RUB,68.258000000
094546,EUR/RUB,68.258000000
094547,EUR/RUB,68.258000000
094547,EUR/RUB,68.259000000
094548,EUR/RUB,68.259000000
094548,EUR/RUB,68.258000000
094549,EUR/RUB,68.258000000
094549,EUR/RUB,68.259000000
094550,EUR/RUB,68.259000000
094550,EUR/RUB,68.260000000
094551,EUR/RUB,68.260000000
094551,EUR/RUB,68.260000000
094552,EUR/RUB,68.260000000
094552,EUR/RUB,68.259000000
094553,EUR/RUB,68.259000000
094553,EUR/RUB,68.260000000
094554,EUR/RUB,68.260000000
094554,EUR/RUB,68.259000000
094555,EUR/RUB,68.259000000
094555,EUR/RUB,68.257000000
094555,EUR/RUB,68.259000000
094556,EUR/RUB,68.259000000
094556,EUR/RUB,68.260000000
094557,EUR/RUB,68.260000000
094557,EUR/RUB,68.260000000
094558,EUR/RUB,68.260000000
094558,EUR/RUB,68.260800000
094559,EUR/RUB,68.260000000
094559,EUR/RUB,68.260000000
094600,EUR/RUB,68.260000000
094600,EUR/RUB,68.258000000
094601,EUR/RUB,68.258000000
094601,EUR/RUB,68.258000000
094602,EUR/RUB,68.258000000
094602,EUR/RUB,68.261000000
094603,EUR/RUB,68.261000000
